w_c_ratio,age,cement,slag,fly_ash,sp,coarse_agg,fine_agg,fc,fc_ext_abrams
1.3753581661891119,7,139.6,209.4,0.0,0.0,1047.0,806.9,14.59,16.133493510228956
0.9667673716012085,7,198.6,132.4,0.0,0.0,978.4,825.5,14.64,20.32906756930015
0.48,365,475.0,0.0,0.0,0.0,932.0,594.0,41.93,57.41864390426731
0.9667673716012085,3,198.6,132.4,0.0,0.0,978.4,825.5,9.13,12.724283673780318
0.75,180,304.0,76.0,0.0,0.0,932.0,670.0,50.95,42.18558140850675
0.6857142857142857,28,332.5,142.5,0.0,0.0,932.0,594.0,33.02,38.361100600137895
0.75,270,304.0,76.0,0.0,0.0,932.0,670.0,54.38,42.62067645449916
0.8571428571428571,270,266.0,114.0,0.0,0.0,932.0,670.0,51.73,39.04747594032604
0.6193548387096774,3,310.0,0.0,0.0,0.0,971.0,850.6,9.87,17.038880616102606
1.2,270,190.0,190.0,0.0,0.0,932.0,670.0,50.66,31.31638622145966
0.8571428571428571,180,266.0,114.0,0.0,0.0,932.0,670.0,48.7,38.648858068592325
0.6666666666666666,270,342.0,38.0,0.0,0.0,932.0,670.0,55.06,46.04291995259135
1.3753581661891119,360,139.6,209.4,0.0,0.0,1047.0,806.9,44.7,28.785571422808342
0.6857142857142857,7,332.5,142.5,0.0,0.0,932.0,594.0,30.28,25.464741422689077
1.2,28,190.0,190.0,0.0,0.0,932.0,670.0,40.86,26.578006759142227
0.30103092783505153,28,485.0,0.0,0.0,0.0,1120.0,800.0,71.99,65.81691155562675
0.4548128342245989,3,374.0,189.2,0.0,10.1,926.1,756.7,34.4,20.86313897907441
0.5601659751037344,3,313.3,262.2,0.0,8.6,1046.9,611.8,28.8,18.198939445946156
0.3611764705882353,3,425.0,106.3,0.0,16.5,852.1,887.1,33.4,24.26763534561736
0.3562352941176471,3,425.0,106.3,0.0,18.6,936.0,803.7,36.3,24.4878355755198
0.3376,3,375.0,93.8,0.0,23.4,852.1,992.6,29.0,25.365981000461105
0.3812631578947368,3,475.0,118.8,0.0,8.9,852.1,781.5,37.8,23.421469699273196
0.293816631130064,3,469.0,117.2,0.0,32.2,852.1,840.5,40.2,27.784948602023043
0.3611764705882353,3,425.0,106.3,0.0,16.5,852.1,887.1,33.4,24.26763534561736
0.40633041688111166,3,388.6,97.1,0.0,12.1,852.1,925.7,28.1,22.463639125138172
0.26689252776209305,3,531.3,0.0,0.0,28.2,852.1,893.7,41.3,29.59238488826943
0.3611764705882353,3,425.0,106.3,0.0,16.5,852.1,887.1,33.4,24.26763534561736
0.4883939774153073,3,318.8,212.5,0.0,14.3,852.1,880.4,25.2,19.910986563178913
0.3668491786958686,3,401.8,94.7,0.0,11.4,946.8,852.1,41.1,24.020905618720484
0.4547710976282405,3,362.6,189.0,0.0,11.6,944.7,755.8,35.3,20.864394504729944
0.5678097003398209,3,323.7,282.8,0.0,10.3,942.7,659.9,28.3,18.037916318504976
0.40553359683794465,3,379.5,151.2,0.0,15.9,1134.3,605.0,28.6,22.49257225190855
0.4547710976282405,3,362.6,189.0,0.0,11.6,944.7,755.8,35.3,20.864394504729944
0.505413901501921,3,286.3,200.9,0.0,11.2,1004.6,803.7,24.4,19.468723640828642
0.4547710976282405,3,362.6,189.0,0.0,11.6,944.7,755.8,35.3,20.864394504729944
0.42369020501138954,3,439.0,177.0,0.0,11.1,884.9,707.9,39.3,21.855764279567232
0.37419851243908697,3,389.9,189.0,0.0,22.0,944.7,755.8,40.6,23.71049062259628
0.4547710976282405,3,362.6,189.0,0.0,11.6,944.7,755.8,35.3,20.864394504729944
0.5176087599881622,3,337.9,189.0,0.0,9.5,944.7,755.8,24.1,19.166716143365168
0.4548128342245989,7,374.0,189.2,0.0,10.1,926.1,756.7,46.2,33.33218379021702
0.5601659751037344,7,313.3,262.2,0.0,8.6,1046.9,611.8,42.8,29.075701168828612
0.3611764705882353,7,425.0,106.3,0.0,16.5,852.1,887.1,49.2,38.77140838228607
0.3562352941176471,7,425.0,106.3,0.0,18.6,936.0,803.7,46.8,39.12321328283904
0.3376,7,375.0,93.8,0.0,23.4,852.1,992.6,45.7,40.52619030983578
0.3812631578947368,7,475.0,118.8,0.0,8.9,852.1,781.5,55.6,37.419524139497845
0.293816631130064,7,469.0,117.2,0.0,32.2,852.1,840.5,54.9,44.39087590478456
0.3611764705882353,7,425.0,106.3,0.0,16.5,852.1,887.1,49.2,38.77140838228607
0.40633041688111166,7,388.6,97.1,0.0,12.1,852.1,925.7,34.9,35.889237408964156
0.26689252776209305,7,531.3,0.0,0.0,28.2,852.1,893.7,46.9,47.278542930475076
0.3611764705882353,7,425.0,106.3,0.0,16.5,852.1,887.1,49.2,38.77140838228607
0.4883939774153073,7,318.8,212.5,0.0,14.3,852.1,880.4,33.4,31.81096882085119
0.3668491786958686,7,401.8,94.7,0.0,11.4,946.8,852.1,54.1,38.37721838951051
0.4547710976282405,7,362.6,189.0,0.0,11.6,944.7,755.8,55.9,33.33418969220261
0.5678097003398209,7,323.7,282.8,0.0,10.3,942.7,659.9,49.8,28.818441104380582
0.40553359683794465,7,379.5,151.2,0.0,15.9,1134.3,605.0,47.1,35.935462682165046
0.4547710976282405,7,362.6,189.0,0.0,11.6,944.7,755.8,55.9,33.33418969220261
0.505413901501921,7,286.3,200.9,0.0,11.2,1004.6,803.7,38.0,31.104383439516027
0.4547710976282405,7,362.6,189.0,0.0,11.6,944.7,755.8,55.9,33.33418969220261
0.42369020501138954,7,439.0,177.0,0.0,11.1,884.9,707.9,56.1,34.918060631857756
0.37419851243908697,7,389.9,189.0,0.0,22.0,944.7,755.8,59.09,37.88128104698361
0.4547710976282405,7,362.6,189.0,0.0,11.6,944.7,755.8,22.9,33.33418969220261
0.5176087599881622,7,337.9,189.0,0.0,9.5,944.7,755.8,35.1,30.621878413710814
0.4548128342245989,28,374.0,189.2,0.0,10.1,926.1,756.7,61.09,50.21292909966547
0.5601659751037344,28,313.3,262.2,0.0,8.6,1046.9,611.8,59.8,43.80079416644623
0.3611764705882353,28,425.0,106.3,0.0,16.5,852.1,887.1,60.29,58.40679363964439
0.3562352941176471,28,425.0,106.3,0.0,18.6,936.0,803.7,61.8,58.93676655229724
0.3376,28,375.0,93.8,0.0,23.4,852.1,992.6,56.7,61.050267018646025
0.3812631578947368,28,475.0,118.8,0.0,8.9,852.1,781.5,68.3,56.37026137817272
0.293816631130064,28,469.0,117.2,0.0,32.2,852.1,840.5,66.9,66.87218330810968
0.3611764705882353,28,425.0,106.3,0.0,16.5,852.1,887.1,60.29,58.40679363964439
0.40633041688111166,28,388.6,97.1,0.0,12.1,852.1,925.7,50.7,54.06497650436858
0.26689252776209305,28,531.3,0.0,0.0,28.2,852.1,893.7,56.4,71.2222799155512
0.3611764705882353,28,425.0,106.3,0.0,16.5,852.1,887.1,60.29,58.40679363964439
0.4883939774153073,28,318.8,212.5,0.0,14.3,852.1,880.4,55.5,47.92131028816308
0.3668491786958686,28,401.8,94.7,0.0,11.4,946.8,852.1,68.5,57.81297013610167
0.4547710976282405,28,362.6,189.0,0.0,11.6,944.7,755.8,71.3,50.215950870300624
0.5678097003398209,28,323.7,282.8,0.0,10.3,942.7,659.9,74.7,43.4132473601042
0.40553359683794465,28,379.5,151.2,0.0,15.9,1134.3,605.0,52.2,54.13461209681753
0.4547710976282405,28,362.6,189.0,0.0,11.6,944.7,755.8,71.3,50.215950870300624
0.505413901501921,28,286.3,200.9,0.0,11.2,1004.6,803.7,67.7,46.85688193029905
0.4547710976282405,28,362.6,189.0,0.0,11.6,944.7,755.8,71.3,50.215950870300624
0.42369020501138954,28,439.0,177.0,0.0,11.1,884.9,707.9,66.0,52.60195713069052
0.37419851243908697,28,389.9,189.0,0.0,22.0,944.7,755.8,74.5,57.065870372854576
0.4547710976282405,28,362.6,189.0,0.0,11.6,944.7,755.8,71.3,50.215950870300624
0.5176087599881622,28,337.9,189.0,0.0,9.5,944.7,755.8,49.9,46.13001714389702
0.4548128342245989,56,374.0,189.2,0.0,10.1,926.1,756.7,63.4,54.841954028735564
0.5601659751037344,56,313.3,262.2,0.0,8.6,1046.9,611.8,64.9,47.838697784996505
0.3611764705882353,56,425.0,106.3,0.0,16.5,852.1,887.1,64.3,63.79119380575157
0.3562352941176471,56,425.0,106.3,0.0,18.6,936.0,803.7,64.9,64.37002381294938
0.3376,56,375.0,93.8,0.0,23.4,852.1,992.6,60.2,66.67836346756602
0.3812631578947368,56,475.0,118.8,0.0,8.9,852.1,781.5,72.3,61.566917893864755
0.293816631130064,56,469.0,117.2,0.0,32.2,852.1,840.5,69.3,73.03699004503926
0.3611764705882353,56,425.0,106.3,0.0,16.5,852.1,887.1,64.3,63.79119380575157
0.40633041688111166,56,388.6,97.1,0.0,12.1,852.1,925.7,55.2,59.04911362832653
0.26689252776209305,56,531.3,0.0,0.0,28.2,852.1,893.7,58.8,77.78811296185503
0.3611764705882353,56,425.0,106.3,0.0,16.5,852.1,887.1,64.3,63.79119380575157
0.4883939774153073,56,318.8,212.5,0.0,14.3,852.1,880.4,66.1,52.33907567120439
0.3668491786958686,56,401.8,94.7,0.0,11.4,946.8,852.1,73.7,63.142626955213274
0.4547710976282405,56,362.6,189.0,0.0,11.6,944.7,755.8,77.3,54.84525437008649
0.5678097003398209,56,323.7,282.8,0.0,10.3,942.7,659.9,80.2,47.41542384901067
0.40553359683794465,56,379.5,151.2,0.0,15.9,1134.3,605.0,54.9,59.12516878042229
0.4547710976282405,56,362.6,189.0,0.0,11.6,944.7,755.8,77.3,54.84525437008649
0.505413901501921,56,286.3,200.9,0.0,11.2,1004.6,803.7,72.99,51.1765198889477
0.4547710976282405,56,362.6,189.0,0.0,11.6,944.7,755.8,77.3,54.84525437008649
0.42369020501138954,56,439.0,177.0,0.0,11.1,884.9,707.9,71.7,57.45122155803629
0.37419851243908697,56,389.9,189.0,0.0,22.0,944.7,755.8,79.4,62.3266536271178
0.4547710976282405,56,362.6,189.0,0.0,11.6,944.7,755.8,77.3,54.84525437008649
0.5176087599881622,56,337.9,189.0,0.0,9.5,944.7,755.8,59.89,50.38264695789751
0.4548128342245989,91,374.0,189.2,0.0,10.1,926.1,756.7,64.9,56.857960361463185
0.5601659751037344,91,313.3,262.2,0.0,8.6,1046.9,611.8,66.6,49.59726236191626
0.3611764705882353,91,425.0,106.3,0.0,16.5,852.1,887.1,65.2,66.13617682034776
0.3562352941176471,91,425.0,106.3,0.0,18.6,936.0,803.7,66.7,66.73628478856556
0.3376,91,375.0,93.8,0.0,23.4,852.1,992.6,62.5,69.12947968665793
0.3812631578947368,91,475.0,118.8,0.0,8.9,852.1,781.5,74.19,63.83013587285066
0.293816631130064,91,469.0,117.2,0.0,32.2,852.1,840.5,70.7,75.72185124413168
0.3611764705882353,91,425.0,106.3,0.0,16.5,852.1,887.1,65.2,66.13617682034776
0.40633041688111166,91,388.6,97.1,0.0,12.1,852.1,925.7,57.6,61.219776383236464
0.26689252776209305,91,531.3,0.0,0.0,28.2,852.1,893.7,59.2,80.64762683438884
0.3611764705882353,91,425.0,106.3,0.0,16.5,852.1,887.1,65.2,66.13617682034776
0.4883939774153073,91,318.8,212.5,0.0,14.3,852.1,880.4,68.1,54.2630754606169
0.3668491786958686,91,401.8,94.7,0.0,11.4,946.8,852.1,75.5,65.46376846195223
0.4547710976282405,91,362.6,189.0,0.0,11.6,944.7,755.8,79.3,56.861382024331206
0.40553359683794465,91,379.5,151.2,0.0,15.9,1134.3,605.0,56.5,61.29862734505449
0.4547710976282405,91,362.6,189.0,0.0,11.6,944.7,755.8,79.3,56.861382024331206
0.505413901501921,91,286.3,200.9,0.0,11.2,1004.6,803.7,76.8,53.05778378645617
0.4547710976282405,91,362.6,189.0,0.0,11.6,944.7,755.8,79.3,56.861382024331206
0.42369020501138954,91,439.0,177.0,0.0,11.1,884.9,707.9,73.3,59.56314533127112
0.37419851243908697,91,389.9,189.0,0.0,22.0,944.7,755.8,82.6,64.61779971473081
0.4547710976282405,91,362.6,189.0,0.0,11.6,944.7,755.8,79.3,56.861382024331206
0.5176087599881622,91,337.9,189.0,0.0,9.5,944.7,755.8,67.8,52.23472785336452
0.8511690647482014,3,222.4,0.0,96.7,4.5,967.1,870.3,11.58,13.83246389024175
0.8511690647482014,14,222.4,0.0,96.7,4.5,967.1,870.3,24.45,28.483300692172367
0.8511690647482014,28,222.4,0.0,96.7,4.5,967.1,870.3,24.89,33.291659960231264
0.8511690647482014,56,222.4,0.0,96.7,4.5,967.1,870.3,29.45,36.360748472876146
0.8511690647482014,100,222.4,0.0,96.7,4.5,967.1,870.3,40.71,37.897992615339184
0.8464499572284003,3,233.8,0.0,94.6,4.6,947.0,852.2,10.38,13.882984759919978
0.8464499572284003,14,233.8,0.0,94.6,4.6,947.0,852.2,22.14,28.587331408152775
0.8464499572284003,28,233.8,0.0,94.6,4.6,947.0,852.2,22.84,33.413252442060134
0.8464499572284003,56,233.8,0.0,94.6,4.6,947.0,852.2,27.66,36.4935503113322
0.8464499572284003,100,233.8,0.0,94.6,4.6,947.0,852.2,34.56,38.03640899301263
0.8505392912172574,3,194.7,0.0,100.5,7.5,1006.4,905.9,12.45,13.839179150636145
0.8505392912172574,14,194.7,0.0,100.5,7.5,1006.4,905.9,24.99,28.49712850929573
0.8505392912172574,28,194.7,0.0,100.5,7.5,1006.4,905.9,25.72,33.3078220964471
0.8505392912172574,56,194.7,0.0,100.5,7.5,1006.4,905.9,33.96,36.37840056263167
0.8505392912172574,100,194.7,0.0,100.5,7.5,1006.4,905.9,37.34,37.916390992581036
0.8500262191924489,3,190.7,0.0,125.4,7.8,1090.0,804.0,15.04,13.844656114304732
0.8500262191924489,14,190.7,0.0,125.4,7.8,1090.0,804.0,21.06,28.508406471363106
0.8500262191924489,28,190.7,0.0,125.4,7.8,1090.0,804.0,26.4,33.32100392822457
0.8500262191924489,56,190.7,0.0,125.4,7.8,1090.0,804.0,35.34,36.39279759991503
0.8500262191924489,100,190.7,0.0,125.4,7.8,1090.0,804.0,40.57,37.931396701637176
0.8500707213578501,3,212.1,0.0,121.6,5.7,1057.6,779.3,12.47,13.844180843869392
0.8500707213578501,14,212.1,0.0,121.6,5.7,1057.6,779.3,20.92,28.507427811969716
0.8500707213578501,28,212.1,0.0,121.6,5.7,1057.6,779.3,24.9,33.31986005813403
0.8500707213578501,56,212.1,0.0,121.6,5.7,1057.6,779.3,34.2,36.391548278832886
0.8500707213578501,100,212.1,0.0,121.6,5.7,1057.6,779.3,39.61,37.93009456229369
0.85,3,230.0,0.0,118.3,4.6,1029.4,758.6,10.03,13.844936147090065
0.85,14,230.0,0.0,118.3,4.6,1029.4,758.6,20.08,28.508983104571158
0.85,28,230.0,0.0,118.3,4.6,1029.4,758.6,24.48,33.321677904772855
0.85,56,230.0,0.0,118.3,4.6,1029.4,758.6,31.54,36.39353370895189
0.85,100,230.0,0.0,118.3,4.6,1029.4,758.6,35.34,37.93216393157646
0.8507619548081976,3,190.3,0.0,125.2,9.9,1088.1,802.6,9.45,13.836803953425912
0.8507619548081976,14,190.3,0.0,125.2,9.9,1088.1,802.6,22.72,28.492237590593245
0.8507619548081976,28,190.3,0.0,125.2,9.9,1088.1,802.6,28.47,33.302105525741474
0.8507619548081976,56,190.3,0.0,125.2,9.9,1088.1,802.6,38.56,36.37215699322711
0.8507619548081976,100,190.3,0.0,125.2,9.9,1088.1,802.6,40.39,37.90988346022471
1.062612883804937,3,166.1,0.0,163.3,4.5,1058.6,780.1,10.76,11.959509733492226
1.062612883804937,14,166.1,0.0,163.3,4.5,1058.6,780.1,25.48,24.626582405925067
1.062612883804937,28,166.1,0.0,163.3,4.5,1058.6,780.1,21.54,28.78387642995255
1.062612883804937,56,166.1,0.0,163.3,4.5,1058.6,780.1,28.63,31.43740180555967
1.062612883804937,100,166.1,0.0,163.3,4.5,1058.6,780.1,33.54,32.76649880739679
0.725,3,168.0,42.1,163.8,5.7,1058.7,780.1,7.75,15.367023698970469
0.725,14,168.0,42.1,163.8,5.7,1058.7,780.1,17.82,31.643209787830862
0.725,28,168.0,42.1,163.8,5.7,1058.7,780.1,24.24,36.985003658520235
0.725,56,168.0,42.1,163.8,5.7,1058.7,780.1,32.85,40.39457380323779
0.725,100,168.0,42.1,163.8,5.7,1058.7,780.1,39.23,42.10235828442469
0.8502573701450632,3,213.7,98.1,24.5,6.9,1065.8,785.4,18.0,13.842187936696014
0.8502573701450632,14,213.7,98.1,24.5,6.9,1065.8,785.4,30.39,28.50332409084517
0.8502573701450632,28,213.7,98.1,24.5,6.9,1065.8,785.4,45.71,33.315063574407425
0.8502573701450632,56,213.7,98.1,24.5,6.9,1065.8,785.4,50.77,36.386309617301876
0.8502573701450632,100,213.7,98.1,24.5,6.9,1065.8,785.4,53.9,37.924634422875364
0.8498596819457436,3,213.8,98.1,24.5,6.7,1066.0,785.5,13.18,13.846435050232525
0.8498596819457436,14,213.8,98.1,24.5,6.7,1066.0,785.5,17.84,28.512069590771585
0.8498596819457436,28,213.8,98.1,24.5,6.7,1066.0,785.5,40.23,33.32528543081652
0.8498596819457436,56,213.8,98.1,24.5,6.7,1066.0,785.5,47.13,36.39747380527751
0.8498596819457436,100,213.8,98.1,24.5,6.7,1066.0,785.5,49.97,37.936270605606104
0.8498040922942969,3,229.7,0.0,118.2,6.1,1028.1,757.6,13.36,13.847028982394411
0.8498040922942969,14,229.7,0.0,118.2,6.1,1028.1,757.6,22.32,28.513292594026243
0.8498040922942969,28,229.7,0.0,118.2,6.1,1028.1,757.6,24.54,33.32671489325573
0.8498040922942969,56,229.7,0.0,118.2,6.1,1028.1,757.6,31.35,36.39903504686972
0.8498040922942969,100,229.7,0.0,118.2,6.1,1028.1,757.6,40.86,37.937897852701326
0.7841243175136497,3,238.1,0.0,94.1,7.0,949.9,847.0,19.93,14.59701294232414
0.7841243175136497,14,238.1,0.0,94.1,7.0,949.9,847.0,25.69,30.05763196946135
0.7841243175136497,28,238.1,0.0,94.1,7.0,949.9,847.0,30.23,35.13175925612028
0.7841243175136497,56,238.1,0.0,94.1,7.0,949.9,847.0,39.59,38.370482674861314
0.7841243175136497,100,238.1,0.0,94.1,7.0,949.9,847.0,44.3,39.992693498695445
0.7496,3,250.0,0.0,95.7,5.5,956.9,861.2,13.82,15.03443544980977
0.7496,14,250.0,0.0,95.7,5.5,956.9,861.2,24.92,30.958356302385635
0.7496,28,250.0,0.0,95.7,5.5,956.9,861.2,29.22,36.18453781341235
0.7496,56,250.0,0.0,95.7,5.5,956.9,861.2,38.33,39.52031468579323
0.7496,100,250.0,0.0,95.7,5.5,956.9,861.2,42.35,41.1911376146543
0.7496470588235294,3,212.5,0.0,100.4,8.7,1007.8,903.6,13.54,15.033816572344282
0.7496470588235294,14,212.5,0.0,100.4,8.7,1007.8,903.6,26.31,30.957081932679632
0.7496470588235294,28,212.5,0.0,100.4,8.7,1007.8,903.6,31.64,36.18304831318292
0.7496470588235294,56,212.5,0.0,100.4,8.7,1007.8,903.6,42.55,39.518687871652475
0.7496470588235294,100,212.5,0.0,100.4,8.7,1007.8,903.6,42.92,41.189442022762435
0.7497648165569144,3,212.6,0.0,100.4,10.4,1003.8,903.8,13.33,15.032268205020966
0.7497648165569144,14,212.6,0.0,100.4,10.4,1003.8,903.8,25.37,30.95389359165797
0.7497648165569144,28,212.6,0.0,100.4,10.4,1003.8,903.8,37.4,36.17932173787209
0.7497648165569144,56,212.6,0.0,100.4,10.4,1003.8,903.8,44.4,39.514617751156706
0.7497648165569144,100,212.6,0.0,100.4,10.4,1003.8,903.8,47.74,41.18519982745649
0.75,3,212.0,0.0,124.8,7.8,1085.4,799.5,19.52,15.029177040865832
0.75,14,212.0,0.0,124.8,7.8,1085.4,799.5,31.35,30.94752838016577
0.75,28,212.0,0.0,124.8,7.8,1085.4,799.5,38.5,36.171881994182854
0.75,56,212.0,0.0,124.8,7.8,1085.4,799.5,45.08,39.50649215305466
0.75,100,212.0,0.0,124.8,7.8,1085.4,799.5,47.82,41.1767306987999
0.7506471095772217,3,231.8,0.0,121.6,6.7,1056.4,778.5,15.44,15.020679949191893
0.7506471095772217,14,231.8,0.0,121.6,6.7,1056.4,778.5,26.77,30.93003148163213
0.7506471095772217,28,231.8,0.0,121.6,6.7,1056.4,778.5,33.73,36.15143138690823
0.7506471095772217,56,231.8,0.0,121.6,6.7,1056.4,778.5,42.7,39.484156247061435
0.7506471095772217,100,231.8,0.0,121.6,6.7,1056.4,778.5,45.84,41.15345048494458
0.7498011137629276,3,251.4,0.0,118.3,5.8,1028.4,757.7,17.22,15.031791023213808
0.7498011137629276,14,251.4,0.0,118.3,5.8,1028.4,757.7,29.93,30.952910996438057
0.7498011137629276,28,251.4,0.0,118.3,5.8,1028.4,757.7,29.65,36.178173267535264
0.7498011137629276,56,251.4,0.0,118.3,5.8,1028.4,757.7,36.97,39.513363405741195
0.7498011137629276,100,251.4,0.0,118.3,5.8,1028.4,757.7,43.58,41.18389245136302
0.7498011137629276,3,251.4,0.0,118.3,6.4,1028.4,757.7,13.12,15.031791023213808
0.7498011137629276,14,251.4,0.0,118.3,6.4,1028.4,757.7,24.43,30.952910996438057
0.7498011137629276,28,251.4,0.0,118.3,6.4,1028.4,757.7,32.66,36.178173267535264
0.7498011137629276,56,251.4,0.0,118.3,6.4,1028.4,757.7,36.64,39.513363405741195
0.7498011137629276,100,251.4,0.0,118.3,6.4,1028.4,757.7,44.21,41.18389245136302
0.9349503858875413,3,181.4,0.0,167.0,7.6,1055.6,777.8,13.62,13.006589093704195
0.9349503858875413,14,181.4,0.0,167.0,7.6,1055.6,777.8,21.6,26.782689698316034
0.9349503858875413,28,181.4,0.0,167.0,7.6,1055.6,777.8,27.77,31.303963255275477
0.9349503858875413,56,181.4,0.0,167.0,7.6,1055.6,777.8,35.57,34.189810165336134
0.9349503858875413,100,181.4,0.0,167.0,7.6,1055.6,777.8,45.37,35.63527230833335
0.9351648351648351,3,182.0,45.2,122.0,8.2,1059.4,780.7,7.32,13.004633198367337
0.9351648351648351,14,182.0,45.2,122.0,8.2,1059.4,780.7,21.5,26.778662190603438
0.9351648351648351,28,182.0,45.2,122.0,8.2,1059.4,780.7,31.27,31.29925585079648
0.9351648351648351,56,182.0,45.2,122.0,8.2,1059.4,780.7,43.5,34.18466879508228
0.9351648351648351,100,182.0,45.2,122.0,8.2,1059.4,780.7,48.67,35.629913573431104
0.9372409709887508,3,168.9,42.2,124.3,10.8,1080.8,796.2,7.4,12.985736020043372
0.9372409709887508,14,168.9,42.2,124.3,10.8,1080.8,796.2,23.51,26.73974981630006
0.9372409709887508,28,168.9,42.2,124.3,10.8,1080.8,796.2,31.12,31.253774551155203
0.9372409709887508,56,168.9,42.2,124.3,10.8,1080.8,796.2,39.15,34.13499466953698
0.9372409709887508,100,168.9,42.2,124.3,10.8,1080.8,796.2,48.15,35.578139346492584
